ID  объявления,Количество комнат,Тип,Метро,Адрес,"Площадь, м2",Дом,Парковка,Цена,Телефоны,Описание,Ремонт,"Площадь комнат, м2",Балкон,Окна,Санузел,Можно с детьми/животными,Дополнительно,Серия дома,"Высота потолков, м",Лифт,Мусоропровод,Ссылка на объявление
317193952,"2, Изолированная",Квартира,м. Октябрьская (9 мин пешком),"Москва, Донская улица, 6С1",45.0/12.0,2/7,,"80000.0 руб./ За месяц, Залог - 80000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79100039422,"Дмитрий! 
Рассмотрим всех. 
Освободится с 15.06, просмотр и подписание можно организовать ранее. 
Двукомнатная квартира в кирпичном Сталинском доме. Проcтopнaя куxня с диваном. Квapтиpa oбоpудовaнa вcей неoбxодимой мeбелью и техникой:вcтрoенный большой зеркальный шкaф-купе, диваны в кoмнате и нa кухне, oбувницa, крoвaть, 2 телeвизора в комнaте и на куxне, стирaльнaя машинa, кoндиционер, холодильник, духовой шкаф, варочная панель, мультиварка.
Окна выходят во внутренний двор. Дом оборудован лифтом, внутренний двор облагороженный с детской площадкой, парковка во внутреннем дворе, где всегда есть места, ворота во двор на Пульте Управления.
В 5 мин ходьбы -парк Горького. Все коммунальные платежи оплачиваются арендатором, согласно счетам., 17 фото",Евроремонт,,,,Совмещенный (1),"Можно с детьми, Можно с животными","Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,,,https://www.cian.ru/rent/flat/317193952
314746538,2,Квартира,м. Белорусская (5 мин пешком),"Москва, 2-й Лесной переулок, 8",42.5/29.0/5.5,"3/8, Кирпичный",наземная,"82000.0 руб./ За месяц, Залог - 82000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79104826549,"500 метров от метро. Уютная компактная квартира в тихом центре.  Вопрос со спальным местом можно обсудить. Въезд во двор под шлагбаум, есть возможность парковки. Кафешки и магазины на любой вкус  в двух минутах пешком., 21 фото",Косметический,,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,Пасс (1),Да,https://www.cian.ru/rent/flat/314746538
317759360,"2, Изолированная",Квартира,м. Менделеевская (3 мин пешком),"Москва, Новослободская улица, 28",87.0/50.0/15.0,"3/6, Кирпичный",наземная,"85000.0 руб./ За месяц, Залог - 85000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79339366358,"Мы на связи и будем рады вам помочь! 

- Фотографии соответствуют данному объекту! 
- Организуем МАКСИМАЛЬНО оперативный показ! 
- Договор аренды заключается ИСКЛЮЧИТЕЛЬНО с собственником жилья!

Отличный объект недвижимости для комфортной жизни! 
В квартире есть всё необходимое и даже больше: Кондиционер!

Развитая инфраструктура! Хотя где она в Москве не развитая?=)

Собачка, кошечка, хомячок или крокодильчик обсуждаются индивидуально! 

Дети - цветы жизни - так же обсуждаются индивидуально!

При взаимной симпатии залог можно разбить на два месяца!

Наниматель оплачивает все коммунальные платежи по квитанции! 

У собственника могут быть дополнительные пожелания к жильцам!, 18 фото",Евроремонт,,Лоджия (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,Пасс (1),Да,https://www.cian.ru/rent/flat/317759360
317112468,"2, Смежная",Квартира,м. Красные ворота (10 мин пешком),"Москва, Старая Басманная улица, 9к2",50.0/32.0/6.0,1/9,,"85000.0 руб./ За месяц, Залог - 85000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79157302812,"За объект уже внесли аванс
Сдаётся на долгий срок кв. в ЦАО, 2 линия домов. С хорошим ремонтом, с мебелью и техникой: посудомойка, холодильник, духовка, микроволновка, стиральная машина, кондиционер, встроенные вместительные шкафы, чугунная ванная, диван, 2х спальная кровать. Тихий, закрытый двор (шлагбаум) 2 линия садового кольца. В пешей доступности сад им. Баумана, Атриум, кафе, рестораны, азбука вкуса, д/с, школа с анг. уклоном. Очень высокий 1 этаж (2 метра от земли), на окнах решетки, сетки от комаров. Свет, вода по счётчикам. С животными можно, но по договорённости!!!, 30 фото",Евроремонт,,,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,Пасс (1),Да,https://www.cian.ru/rent/flat/317112468
313664162,"2, Изолированная",Квартира,м. Баррикадная (12 мин пешком),"Москва, Большая Грузинская улица, 42",60.0/35.0/11.0,3/9,наземная,"85000.0 руб./ За месяц, Залог - 85000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230710520,"Сдается прекрасная двухкомнатная квартира с изолированными комнатами после свежего евроремонта, с новыми оборудованием и мебелью.  Страховой депозит разбивается на 2 месяца. Никто не жил. Сдают мои друзья. Показываю я. Моя комиссия. На договоре будут собственники с документами., 25 фото",Евроремонт,,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,Пасс (1),,https://www.cian.ru/rent/flat/313664162
301856783,2,Квартира,м. Волгоградский проспект (6 мин пешком),"Москва, Волгоградский проспект, 17",60.0/33.0/10.0,"2/10, Кирпичный",наземная,"85000.0 руб./ За месяц, Залог - 85000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+74954760059,"Сдаётся светлая, теплая, уютная квартира с евроремонтом в сталинском доме, полностью меблированная, готовая к проживанию. Комнаты изолированные - 15 и 18 кв. м. Имеются плазменные телевизоры в комнатах и на кухне, кондиционеры в обеих комнатах. Интернет. Встроенная кухня со всей необходимой бытовой техникой (за исключением посудомоечной машины). Полы в комнатах и в коридоре - ламинат, кухня и санузел - кафельная плитка. Санузел раздельный. Окна во двор. Парковка стихийная, но места всегда есть. Развитая инфраструктура - школы, детские сады, магазины, фитнес-клубы и парковая зона, - все в ближайшем окружении. Хорошая транспортная обеспеченность, множество автобусных маршрутов и три станции метро в пешей доступности.
Квартира сдаётся семейной паре на длительный срок, предоплата за месяц, без комиссии, обеспечительный взнос 100%.
Коммунальные платежи по счётчику дополнительно к арендной плате., 25 фото",Евроремонт,,,Во двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,3.0,Пасс (2),,https://www.cian.ru/rent/flat/301856783
317944318,"2, Изолированная",Квартира,м. Проспект Мира (10 мин пешком),"Москва, Глинистый переулок, 14",58.0/32.0/10.0,7/9,наземная,"87000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79163342722,"На продолжительный период напрямую от собственника сдается двухкомнатная квартира в центре Москвы, в 10 мин. пешком от м. Проспект Мира, Рижская. Полная транспортная доступность, развитая инфраструктура. Тихий уютный двор с вместительной парковкой (забор, автоматические въездные ворота, круглосуточное видеонаблюдение). Кооперативный дом от Министерства культуры, интеллигентные соседи, консьерж 24/7.
Квартира на 7 этаже кирпичного 9-этажного дома. Общая площадь 58 кв. м. с двумя изолированными комнатами, кухня 10 кв. м., две застекленные лоджии (спальня и кухня), с/у раздельный. Качественный косметический ремонт был произведен 2 года назад.
В квартире 2 кондиционера, полностью мебелирована. Проживание без животных. Интернет и ТВ (АКАДО) подключены.
Стоимость 87 тыс. рублей в месяц. Страховой депозит 100 тыс. рублей. Дополнительно оплачиваются интернет, вода и свет (по счетчикам).
Просмотр от собственника ежедневно., 11 фото",Косметический,,Лоджия (2),,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Холодильник, Интернет",,,Пасс (1),,https://www.cian.ru/rent/flat/317944318
317107178,"2, Изолированная",Квартира,м. Павелецкая (4 мин пешком),"Москва, улица Зацепа, 22",56.0/36.0/9.0,14/14,,"87000.0 руб./ За месяц, Залог - 87000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79165824927,"Ключи на руках !Сдаётся  отличная видовая 2-х комнатная квартира в центре города Москвы, в двух минутах ходьбы, от м. Павелецкая (кольцевая). Охраняемая придомовая территория.  Отлично развитая инфраструктура . Большая застеклённая лоджия , 2 кондиционера ,Встроенная кухня, вся мебель и бытовая техника для комфортного проживания имеется .СТРОГО БЕЗ ДЕТЕЙ и ЖИВОТНЫХ!!!!, 21 фото",Евроремонт,,Лоджия (1),На улицу и двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,"Пасс (1), Груз (1)",Да,https://www.cian.ru/rent/flat/317107178
313147483,2,Квартира,м. Красносельская (2 мин пешком),"Москва, Краснопрудная улица, 13",59.0/38.0/8.0,10/16,наземная,"89000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79337874572, +79855237290","БЕЗ КОМИССИИ!!!!! Сдам 2-х комнатную квартиру возле м. Красносельская - 1 мин. пешком, на ул. Краснопрудная д.13, окна выходят на улицу. Балкон остеклен. Кондиционер. Стиральная машина. Новая мебель. Залог 1 мес. Огороженая, охраняемая территория, въезд по пропускам, большая парковка.! Рядом поликлиника, школа, супермаркеты !!! Агентов и риэлторов просьба не беспокоить!!!, в помощи в размещении объявлений не нуждаюсь! Для субаренды не сдаю!!!, 18 фото",Евроремонт,,Балкон (1),На улицу,Раздельный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон",,,"Пасс (1), Груз (1)",Да,https://www.cian.ru/rent/flat/313147483
317140779,2,Квартира,м. Фрунзенская (5 мин пешком),"Москва, 1-я Фрунзенская улица, 6",42.0/27.0/6.0,"4/10, Кирпичный",,"90000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79161358984,"Рядом с метро ""Фрунзенская"" предлагается двухкомнатная квартира. Светлые комнаты располагают комфортабельной мебелью, в том числе диваном, кроватью и системами хранения. Кухня оснащена гарнитуром с комплектом бытовой техники. Установлена сплит-система для контроля микроклимата. Имеется выход на балкон. 

Неподалёку расположены супермаркеты, медицинские учреждения, салоны красоты, кофейни и рестораны, офисы банков, спорткомплекс, ТЦ ""K24"". Для прогулок подойдет усадьба Трубецких с прудом. Удобный выезд на Комсомольский проспект, Садовое кольцо.

 - Аренда возможна с 1 июня.
 - Квартиру представляет агент Capital Mars - Анастасия.
 - ID объекта 481931., 15 фото",,,Балкон (1),Во двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Интернет",Индивидуальный проект,3.0,Пасс (1),,https://www.cian.ru/rent/flat/317140779
317650022,"2, Оба варианта",Квартира,м. Савёловская (5 мин пешком),"Москва, Новослободская улица, 73/68С2",54.1/34.2/6.0,"4/7, Кирпичный",наземная,"90000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230749057,"Предлагается 2-комнатная квартира общей площадью 54.1 м² недалеко от станции метро ""Савеловская"". Высокие потолки увеличивают пространство, наполняя его светом. Для комфортного проживания в наличии имеется вся необходимая мебель, а также нагреватель воды. Кухонный гарнитур оснащен духовой печью. Для удобства организована гардеробная комната. Окна обращены на улицу.

Из основных достоинств дома: огороженная территория и охрана.

 - Все коммунальные платежи, включая счётчики, входят в стоимость аренды.
 - Страховой депозит можно оплатить 2-мя частями.
 - Можно с детьми и животными.

 - Объект представляет агент Capital Mars - Артем.
 - ID объекта 143596., 11 фото",,,,На улицу,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Ванна, Стиральная машина, Кондиционер, Интернет",индивидуальный проект,3.0,Пасс (1),,https://www.cian.ru/rent/flat/317650022
317804713,"2, Изолированная",Квартира,м. Белорусская (7 мин пешком),"Москва, Приютский переулок, 3",54.0/30.0/10.0,"2/12, Кирпичный",наземная,"90000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230786773,"957255  Уютная квартира в Москве в шаговой доступности от метро (5 минут пешком).
Все комнаты с лоджиями - редкость для города! Лоджия есть даже на кухне - удобно для хранения и отдыха.

В квартире есть всё необходимое для комфортной жизни:
— Полностью меблирована
— Вся техника: посудомоечная машина, стиральная и сушильная машины, кондиционер, тренажёр-лыжи
— Есть интернет
— Зелёный тихий двор с деревьями 

Можно с детьми — квартира просторная, тёплая и безопасная.

Залог — 90 000₽, предоплата — за 1 месяц., 15 фото",Косметический,,Лоджия (2),Во двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,,https://www.cian.ru/rent/flat/317804713
317582663,2,Квартира,м. Савёловская (11 мин пешком),"Москва, улица Бутырский Вал, 52",37.0,3/9,наземная,"94000.0 руб./ За месяц, Залог - 94000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79682374453,"Квартира с дизайнерским ремонтом. Удобная планировка: кухня-гостиная с отдельной спальней и зоной гардеробной. Кухонные фасады из массива, на стенах декоративный кирпич, в ванне дорогой керамогранит. Все сделано для комфортного проживания: установлены кондиционеры, окна с двойными стеклопакетами и панорамным остеклением на балконе, посудомоечная машина, духовка с функцией микроволновой печи. Окна выходят во внутренний двор и на угол дома, в квартире тихо. Все подготовлено для проживания нанимателя: есть набор посуды, малая бытовая техника, постельное белье.

Прошу обратить внимание что в этих домах высота потолков 2,6. Окна из спальни выходят через сквер в сторону Бутырского вала через лоджию, окна из гостиной и кухни выходят в сторону внутреннего двора. 

ТРЕБОВАНИЯ К НАНИМАТЕЛЯМ: в квартире запрещено курение, содержание домашних животных. Сдается на длительный срок, 24 фото",Дизайнерский,,Балкон (1),На улицу и двор,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,Пасс (1),Да,https://www.cian.ru/rent/flat/317582663
310792342,3,Квартира,м. Фрунзенская (6 мин пешком),"Москва, Комсомольский проспект, 34",55.0/36.5/6.0,"7/9, Кирпичный",,"95000.0 руб./ За месяц, Залог - 95000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79169008956,"Предлагаем в аренду уютную трехкомнатную квартиру на 7 этаже 9-этажного дома, расположенного в 6 минутах пешком от метро Фрунзенская. 
В квартире сделан косметический ремонт. Комнаты без мебели  В квартире одна комната проходная 
Дом в хорошем состоянии, есть пассажирский лифт, поэтому подниматься на 7 этаж будет удобно. Вокруг дома расположены школы, детские сады, клиники и магазины  все необходимые объекты инфраструктуры находятся в шаговой доступности.

Условия аренды: договор на длительный срок. Залог  один месяц, комиссия обсуждается при заключении сделки., 10 фото",Косметический,,Балкон (1),На улицу,Совмещенный (1),Можно с детьми,"Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Холодильник, Интернет",,,Пасс (1),,https://www.cian.ru/rent/flat/310792342
317470538,"2, Смежная",Квартира,м. Фрунзенская (4 мин пешком),"Москва, Комсомольский проспект, 23/7к2",48.0/35.0/8.0,4/9,наземная,"99000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230706928,"Сдаётся квартира от Собственника, в прямую, долгосрочную аренду . Комната-гостинная и спальня оборудованы добротной качественной мебелью. В гостиной Итальянский Кожаный диван ( раскладывается), красивый буфет, итальянская тумба .Есть интернет Wi-fi В спальне большой вместительный шкаф. комод. 2 тумбочки и 2-спальная кровать с ортопедическим матрасом. Квартира ОЧЕНЬ тёплая, балкон застеклён. Санузел раздельный ,есть гигиенический душ. От метро Фрунзенская реально 3 минуты пешком. Во двор можно въехать через шлагбаумы, место для машины во дворе. В просторной гостиной много места для занятий гимнастикой и рядом от дома проход через Андреевский мост ко 2-му входу в парк Горького, где можно гулять и совершать утренние пробежки .Цена указана за 2-х чел..
на 4-х чел цена 120 тыс. Тихий Центр . Самое удачное месторасположение: и парк и метро рядом, окна во двор . Залог( обеспечительный платёж) равен месячной арендной ставке, не разбивается. Сдаёт Собственник . Могу сделать регистрацию.
Комисси ..., 19 фото",Косметический,,Балкон (1),Во двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,Пасс (1),Да,https://www.cian.ru/rent/flat/317470538
317596012,"2, Оба варианта",Квартира,м. Менделеевская (11 мин пешком),"Москва, Угловой переулок, 2",47.0/29.0/7.0,"4/10, Кирпичный",,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79104883272,"Неподалеку от метро ""Менделеевская"" предлагается двухкомнатная квартира. Качественный ремонт, в комнатах есть мебель. На кухне - практичный гарнитур и комплект бытовой техники, в том числе посудомоечная машина. Установлен водонагреватель. Есть балкон, окна выходят в зеленый двор. Установлена сплит-система.

Во дворе есть паркинг. Отличная инфраструктура: в шаговой доступности находятся школы, много магазинов, кафе и рестораны, салоны красоты, бизнес-центры, офисы банков, фитнес-клубы, ТЦ ""Савеловский"" и ""Совенок"", музеи и театры, Екатерининский и Новослободский парки. Удобный выезд на Новослободскую улицу, Ленинградский проспект и ТТК.

 - Страховой депозит можно оплатить 2-мя частями.
 - Сдаётся впервые после ремонта.

 - Квартиру представляет агент Capital Mars - Артем.
 - ID объекта 2676., 11 фото",,,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Интернет",индивидуальный проект,3.0,"Пасс (1), Груз (1)",,https://www.cian.ru/rent/flat/317596012
312012996,3,Квартира,м. Достоевская (9 мин пешком),"Москва, Делегатская улица, 11",75.0/9.0,9/15,,"100000.0 руб./ За месяц, Залог - 50000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79168159221,"Трехкомнатная квартира с необходимой мебелью и бытовой техникой. Комнаты изолированные,две застекленных лоджии.Залог 50000 рублей., 27 фото",Косметический,,Лоджия (2),,,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,,,https://www.cian.ru/rent/flat/312012996
279018433,3,Квартира,м. Проспект Мира (2 мин пешком),"Москва, проспект Мира, 27",82.0/44.0/10.0,"3/8, Кирпичный",,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79165329738,"Сдается трехкомнатная квартира. Тихий, зеленый двор. Закрытая территория с охраной и стихийной парковкой во дворе. Развитая инфраструктура. Метро Проспект Мира менее минуты пешком,  парк ""Ботанический сад МГУ"", кафе, рестораны, институты и пр.  Просторная квартира, укомплектована всей необходимой для комфортного проживания мебелью и бытовой техникой., 17 фото",Косметический,,,На улицу и двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,Пасс (1),Да,https://www.cian.ru/rent/flat/279018433
278630145,"2, Изолированная",Квартира,м. Фрунзенская (3 мин пешком),"Москва, Комсомольский проспект, 25К2",45.0/26.0/6.0,"5/8, Кирпичный",наземная,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79199691441,"Тёплая уютная квартира с хорошим ремонтом в кирпичном доме. Шаговая доступность до метро, развитая инфраструктура, множество магазинов, кафе и прочее. Тихий зелёный двор, заезд через шлагбаум, во дворе парковка. Комнаты изолированные. Есть все необходимое для проживания, в большой комнате раскладной диван, в маленькой комнате двуспальная кровать, достаточно мест хранения, вся необходимая бытовая техника, большая остекленная лоджия. Спокойные соседи. Доброжелательные хозяева. Депозит можно разделить на два платежа., 18 фото",Евроремонт,,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Холодильник, Интернет",,2.7,Пасс (1),Да,https://www.cian.ru/rent/flat/278630145
316090412,"2, Изолированная",Квартира,м. Москва-Сити (13 мин пешком),"Москва, Красногвардейский бульвар, 1",66.7/34.7/12.8,"12/14, Кирпичный",наземная,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79850100915, +79858429631","Сдаётся светлая, с панорамным видом  двухкомнатная квартира в самом центре  Москвы  на Красногвардейском бульваре, всего в 13 минутах пешком от метро ""Москва-Сити"". 
Квартира с панорамным видом на Москва-Сити  расположена на 12 этаже 14-этажного кирпичного дома . Общая площадь квартиры составляет 66,7 кв. м, из которых 34,7 кв. м — жилая площадь, а кухня занимает 12,8 кв. м. Высокие потолки в 2,8  метра делают помещение ещё более просторным.

Квартира с дизайнерским ремонтом, полностью меблирована и оснащена всей необходимой  дорогой техникой: кондиционеры в каждой комнате , холодильник, посудомоечная , стиральная и сушильная машины,микроволновая печь,  телевизоры, пылесос.В комнате и на кухне предусмотрена мебель для комфортного проживания. Просторная ванная комната с ванной и отдельный санузел обеспечивают дополнительное удобство. Две большие лоджии позволят наслаждаться свежим воздухом и прекрасным видом на город  и двор.

Дом в хорошем состоянии, оборудован двумя пассажирскими лифт ..., 28 фото",Дизайнерский,,Лоджия (3),На улицу и двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,2.75,Пасс (2),Да,https://www.cian.ru/rent/flat/316090412
317699728,"2, Изолированная",Квартира,м. Парк Культуры (8 мин пешком),"Москва, Смоленский бульвар, 1/2",56.0/33.5/9.0,6/8,наземная,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79852861313,"Просторная, светлая квартира в пешей доступности от метро. Закрытый охраняемый двор, консьерж, достойная входная группа. На длительный срок, предпочтение отдаем семье., 21 фото",Евроремонт,,Балкон (1),На улицу,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,Пасс (1),Да,https://www.cian.ru/rent/flat/317699728
317282321,"2, Изолированная",Квартира,м. Электрозаводская (4 мин пешком),"Москва, Семеновская набережная, 3/1К6",53.0/34.0/8.0,"2/11, Кирпичный",наземная,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79164428920,"За объект уже внесли аванс
Квартира сдается впервые!
Коммунальные платежи включены в стоимость!

Семеновская набережная дом 3/1 корпус 6. 
2 минуты до м. Элетрозаводская. 

Двухкомнатная квартира с изолированной планировкой. В квартире свежий ремонт, абсолютно новая техника и мебель.
- обе комнаты оборудованны кондиционерами, телевизорами, кроватями, шкафами, диваном, тумбами. 
- на кухне гарнитур, встроенная посудомоечная машинка, духовой шкаф, варочная поверхность, холодильник, микроволновая печь, новая посуда.
-санузел раздельный, душевая кабина, стиральная машина, бойлер.

 Атмосферный, уютный, теплый  дом. 
Высокие потолки 3.2 метра придают помещению ощущение простора, окна квартиры выходят в зеленый двор, абсолютно тихо и спокойно, у дома есть парковка.

До станции метро Электрозаводская всего 2 минуты пешком, что делает это место идеальным для тех, кто ценит время и комфорт.

Рядом с домом находятся торговые центры в 5 минутах, школы, детские сады и магазины, 
Набережная реки Яу ..., 29 фото",Евроремонт,,,Во двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,3.2,Пасс (1),Да,https://www.cian.ru/rent/flat/317282321
305419010,2,Квартира,м. Серпуховская (8 мин пешком),"Москва, Большая Пионерская улица, 37/38",50.0/32.0/8.5,"5/9, Кирпичный",наземная,"100000.0 руб./ За месяц, Залог - 110000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230758043,"Вашему вниманию предлагается в аренду уютная двухкомнатная квартира в доме, построенному по индивидуальному проекту. Пешая доступность от метро - прогулочным шагом до 10 минут (м. Павелецкая - 8 минут, до м. Серпуховская- 7мин.). Развитая инфраструктура по любым потребностям - продуктовые магазины, торговые центры, фитнес-клубы, салоны красоты, парковые зоны, театры, центры развлечений, высшие учебные заведения и колледжи - все что необходимо для комфортной жизни в центре! 

Требования к квартирантам: без животных, семейная пара (возможно с детьми старше 5 лет) или один человек.
-----
Примечание: у собственника могут быть дополнительные пожелания к жильцам - обсудите их в чате или по телефону, 15 фото",Дизайнерский,,Лоджия (1),Во двор,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,2.7,Пасс (1),,https://www.cian.ru/rent/flat/305419010
316217481,2,Квартира,м. Спортивная (12 мин пешком),"Москва, Малая Пироговская улица, 6/4к1",48.0/38.0/7.0,"5/5, Кирпичный",наземная,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79682356304,"Без комиссии собственником на длительный срок сдаётся комфортная двухкомнатная квартира - фактически три комнаты: кабинет, спальня, гостиная с балконом с красивым панорамным видом из окон в одном из самых зеленых и престижных районов г. Москвы - Хамовники.
5 этаж 5 дома, над головой никто не шумит, соседи спокойные, приличные, тишина и покой обеспечены.
Идеальна для студентов, семейной пары, одного, максимум двух человек! Площадь квартиры 48 м2, площадь кухни 7 м2, санузел 4м2, гостиная 19 м2, кабинет и спальня: 10 и 8 м2.
В квартире имеется современная техника и мебель: кондиционер, спутниковое тв, домашний кинотеатр, музыкальный центр, стационарный компьютер, мягкая кожаная двойка: удобное кресло и диван, спальный гарнитур с 2-х спальной кроватью, диван-кровать, 4 больших платяных шкафа для одежды и обуви, встроенная кухня, вместительный холодильник, широкая 4-х камфорочнаягазовая панель, большой духовой шкаф, мощная вытяжка, качественная система очистки воды, функциональный уголок,  ..., 5 фото",Дизайнерский,,Балкон (1),На улицу,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник",,2.8,Пасс (1),Да,https://www.cian.ru/rent/flat/316217481
